MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG,TEAM_ID,TEAM_NAME,Season,FullTeamName,GamesAggregated
46.5,38.45,85.2,0.4506,11.3,33.5,0.33605,15.5,20.95,0.7351499999999999,11.65,34.05,45.7,24.1,16.45,6.35,5.65,4.95,19.35,17.7,103.7,-0.55,1.0,26.3,26.3,26.3,24.75,57.3,53.35,55.3,48.7,46.25,50.7,47.1,44.2,51.1,38.25,35.75,36.55,51.5,50.9,53.55,32.45,36.4,34.2,47.55,60.65,46.05,1.0,1610612765,Detroit Pistons,2024-25,Detroit Pistons,20
46.25,38.7,83.55,0.46370000000000006,13.5,37.35,0.35450000000000004,18.25,23.6,0.7847,10.3,29.55,39.85,23.85,16.0,9.25,4.95,4.9,20.65,21.6,109.15,3.75,1.0,22.2,22.2,22.2,25.05,51.05,54.1,44.95,47.05,48.9,46.8,38.6,38.25,45.45,45.75,55.7,56.95,50.8,49.6,33.5,40.05,42.4,53.25,30.8,49.95,45.55,1.0,1610612750,Minnesota Timberwolves,2024-25,Minnesota Timberwolves,20
46.01416665,37.25,81.75,0.4589,11.9,36.45,0.33009999999999995,18.5,23.35,0.79915,9.95,30.75,40.7,24.15,15.1,8.75,6.05,3.85,19.6,21.25,104.9,3.95,1.0,20.35,20.35,20.35,22.45,45.35,51.25,37.85,36.55,38.5,40.5,37.35,38.7,38.45,50.6,35.6,43.55,32.5,46.1,40.1,35.5,32.7,35.35,35.15,42.5,38.0,1.0,1610612753,Orlando Magic,2024-25,Orlando Magic,20
45.05,39.75,84.25,0.47139999999999993,13.9,37.6,0.36545,17.15,23.55,0.73725,12.45,34.55,47.0,27.05,15.45,9.05,5.4,5.0,20.9,20.05,110.55,11.65,1.0,9.25,9.25,9.25,34.9,43.3,53.25,34.5,49.8,58.0,43.05,43.25,41.25,50.45,40.55,36.2,37.2,49.9,52.6,44.4,34.7,37.15,54.7,38.6,46.9,32.5,1.0,1610612744,Golden State Warriors,2024-25,Golden State Warriors,20
44.739999999999995,40.5,85.55,0.4733500000000001,10.85,31.6,0.34255,18.6,24.4,0.76,12.3,30.75,43.05,25.8,15.45,9.45,5.55,5.6,22.8,23.1,110.45,7.8,1.0,19.9,19.9,19.9,39.2,56.1,65.05,47.25,58.7,63.0,53.25,41.6,39.3,50.7,46.05,54.55,53.3,51.3,44.45,41.1,40.7,42.5,50.0,32.35,59.1,39.6,1.0,1610612763,Memphis Grizzlies,2024-25,Memphis Grizzlies,20
46.09416665,38.5,85.25,0.44960000000000006,12.75,36.85,0.34440000000000004,18.9,25.05,0.758,11.55,30.85,42.4,26.4,16.9,9.75,5.6,5.6,20.2,21.0,108.65,-3.65,1.0,27.0,27.0,27.0,24.7,55.4,55.45,53.1,45.15,46.7,47.35,38.55,37.35,45.3,42.5,50.3,50.1,51.05,49.1,38.1,34.15,45.05,46.65,32.7,53.15,47.1,1.0,1610612737,Atlanta Hawks,2024-25,Atlanta Hawks,20
46.09416665,38.6,86.3,0.4468,14.35,39.35,0.35935,17.4,22.5,0.7712000000000001,9.95,32.9,42.85,25.4,16.1,8.05,4.65,5.75,19.2,18.8,108.95,-6.85,1.0,25.6,25.6,25.6,23.95,54.6,55.7,51.3,46.3,49.2,45.7,35.85,32.95,53.4,41.05,47.95,47.75,52.8,48.9,38.05,38.75,44.85,47.1,30.1,52.8,51.2,1.0,1610612741,Chicago Bulls,2024-25,Chicago Bulls,20
46.75,40.2,83.1,0.48340000000000005,11.2,33.0,0.3374499999999999,17.35,21.35,0.8129,8.75,32.3,41.05,23.45,15.25,8.4,4.75,3.6,21.0,19.55,108.95,2.2,1.0,22.0,22.0,22.0,25.85,50.05,55.8,41.9,46.55,48.6,48.35,40.8,41.3,41.3,54.4,46.6,51.5,55.25,50.0,33.25,33.85,31.9,48.75,33.85,48.25,39.05,1.0,1610612758,Sacramento Kings,2024-25,Sacramento Kings,20
46.0,40.1,85.2,0.4702000000000002,11.45,33.65,0.34065,16.85,22.0,0.76655,10.95,31.7,42.65,23.5,13.75,8.15,5.4,4.75,20.2,18.65,108.5,3.15,1.0,23.0,23.0,23.0,23.0,45.0,46.15,46.85,47.2,43.4,50.3,45.3,46.1,43.7,33.55,44.3,42.7,47.7,36.0,37.4,39.9,39.15,56.8,39.35,48.15,37.2,1.0,1610612742,Dallas Mavericks,2024-25,Dallas Mavericks,20
44.77916665,37.9,81.85,0.4661999999999999,13.25,33.6,0.39855000000000007,16.85,22.55,0.7494000000000001,9.45,30.05,39.5,24.2,13.35,9.7,4.4,5.4,17.95,20.05,105.9,3.6,1.0,16.75,16.75,16.75,42.4,51.85,55.85,47.6,42.1,53.6,38.45,39.65,35.15,56.3,45.65,58.0,57.9,50.75,39.1,31.55,34.85,47.3,54.7,27.5,50.0,39.85,1.0,1610612748,Miami Heat,2024-25,Miami Heat,20
46.5,37.35,82.7,0.4513000000000001,13.95,39.1,0.35705000000000003,17.85,23.25,0.77,10.2,31.7,41.9,24.3,14.1,8.2,5.15,4.65,19.3,19.55,106.5,-1.4,1.0,18.1,18.1,18.1,25.4,52.55,51.7,51.7,41.55,38.3,48.6,38.2,35.1,56.1,39.9,45.7,42.95,54.9,39.7,35.7,35.7,44.8,49.15,34.85,51.0,40.7,1.0,1610612756,Phoenix Suns,2024-25,Phoenix Suns,20
46.75,39.4,87.7,0.44700000000000006,10.2,31.35,0.32484999999999997,16.85,22.7,0.73715,13.05,30.4,43.45,26.05,16.1,7.45,5.65,6.15,22.85,19.5,105.85,-6.05,1.0,25.0,25.0,25.0,24.5,47.9,48.35,47.5,50.7,50.75,51.4,37.6,36.2,45.7,35.9,48.4,45.35,50.5,45.45,44.1,29.15,42.6,51.0,33.55,48.1,46.0,1.0,1610612761,Toronto Raptors,2024-25,Toronto Raptors,20
46.0,36.95,87.45,0.4233999999999999,10.9,34.55,0.31725000000000003,16.75,22.25,0.74995,13.25,30.55,43.8,20.85,17.2,9.2,6.75,6.7,19.05,20.65,101.55,-5.7,1.0,22.45,22.45,22.45,24.5,55.45,50.85,53.05,52.3,54.15,49.1,41.15,40.55,43.65,40.75,46.4,45.6,54.55,50.15,33.55,27.9,50.7,40.7,33.0,57.1,46.05,1.0,1610612757,Portland Trail Blazers,2024-25,Portland Trail Blazers,20
46.6933333,37.2,82.4,0.4507,14.95,40.6,0.3653,17.35,22.1,0.7921,9.2,28.45,37.65,24.75,14.65,7.65,3.95,5.15,22.7,19.6,106.7,-2.5,1.0,16.95,16.95,16.95,24.45,42.7,51.85,36.75,31.95,35.25,36.0,36.4,37.3,41.0,48.65,49.9,54.95,42.75,37.1,44.0,41.95,37.5,50.25,37.0,37.6,34.85,1.0,1610612751,Brooklyn Nets,2024-25,Brooklyn Nets,20
45.3,34.7,79.95,0.4350500000000001,10.55,32.7,0.3189,20.35,25.75,0.79125,10.0,28.35,38.35,19.0,14.65,8.75,4.5,5.15,21.45,22.35,100.3,-3.3,1.0,19.85,19.85,19.85,36.3,63.6,60.45,56.5,56.4,57.85,53.1,34.65,35.1,42.85,46.45,45.25,48.6,63.05,48.25,43.1,40.6,38.95,55.6,30.55,63.05,39.7,1.0,1610612755,Philadelphia 76ers,2024-25,Philadelphia 76ers,20
44.8,35.2,82.4,0.42415,11.85,35.6,0.3314,15.9,20.85,0.7805500000000001,12.95,31.75,44.7,23.05,16.15,7.35,5.5,5.15,17.1,19.55,98.15,-0.95,1.0,18.55,18.55,18.55,35.0,62.7,66.8,56.65,55.5,54.25,51.1,42.65,44.6,38.95,34.75,44.9,38.35,61.15,56.25,48.4,37.05,46.55,44.6,33.4,64.25,39.8,1.0,1610612759,San Antonio Spurs,2024-25,San Antonio Spurs,20
45.05,36.4,84.4,0.43245000000000006,13.65,40.25,0.33904999999999996,14.25,18.3,0.77115,11.9,32.4,44.3,21.3,15.25,7.7,5.2,4.9,20.4,19.15,100.7,2.45,1.0,11.4,11.4,11.4,35.45,51.95,52.2,43.45,36.15,34.9,43.35,48.3,49.0,45.6,44.25,45.45,45.55,58.25,42.6,39.55,34.25,36.25,51.55,37.55,51.65,28.25,1.0,1610612766,Charlotte Hornets,2024-25,Charlotte Hornets,20
46.0,35.6,82.05,0.4361,10.3,30.4,0.3411,16.5,20.85,0.7979999999999998,12.0,29.0,41.0,21.75,16.55,7.6,5.85,5.85,18.35,18.0,98.0,-9.95,1.0,17.8,17.8,17.8,23.75,59.95,57.7,51.95,51.1,54.45,44.6,42.2,47.75,32.2,41.75,51.4,48.1,58.25,50.9,46.75,34.85,45.65,39.15,40.55,60.6,45.2,1.0,1610612740,New Orleans Pelicans,2024-25,New Orleans Pelicans,20
46.0,37.05,86.0,0.429,12.4,37.2,0.33080000000000004,16.35,21.05,0.7700500000000001,9.65,31.9,41.55,23.3,15.7,8.05,5.85,5.7,21.85,19.3,102.85,-10.7,1.0,16.75,16.75,16.75,23.0,47.85,48.2,47.0,46.35,50.55,43.65,39.75,39.45,44.95,45.7,48.4,50.6,48.4,42.0,38.1,31.1,43.65,53.15,34.7,50.7,42.65,1.0,1610612764,Washington Wizards,2024-25,Washington Wizards,20
45.01083335,34.55,79.55,0.43499999999999994,10.85,32.85,0.33175,19.3,25.1,0.7724,11.45,30.6,42.05,21.75,18.95,7.85,5.5,6.4,19.5,22.75,99.25,-7.8,1.0,14.2,14.2,14.2,37.15,65.95,64.8,53.15,60.2,63.3,49.7,36.55,37.3,46.7,43.45,51.95,52.9,59.95,51.3,29.25,29.45,42.8,46.3,28.15,63.3,41.2,1.0,1610612762,Utah Jazz,2024-25,Utah Jazz,20
